Class,F1,Precision,Recall,Support,FNR,FPR,Accuracy,Loss,AUC,Time_Seconds,CPU_Peak_MB,GPU_Peak_MB,cpu_mem_used,gpu_mem_used
GLOBAL,0.40300239057763804,0.5977002411817983,0.38803275348720717,1605081,0.312738347457282,0.9373391086084856,0.38803275348720717,1.9526946616534706,0.7661378887036381,1051.8424475193024,17846.75,265.0,1273.203125,0.0
Attack_Benign,0.4723352449299971,0.9602996254681648,0.3131910735339416,753176,0.6868089264651465,0.01144728578889495,,,,,,,,
Attack_backdoor,0.0,0.0,0.0,8148,0.9999999998772705,0.0,,,,,,,,
Attack_ddos,0.0,0.0,0.0,69,0.9999999855072467,0.0,,,,,,,,
Attack_dos,0.16216216216216217,0.20689655172413793,0.13333333333333333,45,0.8666666474074078,1.4329896650284274e-05,,,,,,,,
Attack_injection,0.11484598453371628,0.07138509262239912,0.29359090088463624,83085,0.7064090991068616,0.20848740732550644,,,,,,,,
Attack_mitm,0.3496932515337423,0.3333333333333333,0.36774193548387096,155,0.6322580604370448,7.103131234706707e-05,,,,,,,,
Attack_password,0.0,0.0,0.0,102221,0.9999999999902174,0.0,,,,,,,,
Attack_ransomware,0.0,0.0,0.0,1472,0.9999999993206521,0.0,,,,,,,,
Attack_scanning,0.0,0.0,0.0,10814,0.9999999999075272,0.0,,,,,,,,
Attack_xss,0.43582315304488867,0.3562348468990134,0.5612048998600394,645896,0.43879510013928125,0.6829245661674411,,,,,,,,
MACRO AVG,0.15348597962045066,0.19281494500470484,0.16690621430958213,1605081,0.8330937818158656,0.09029446204908399,,,,,,,,
WEIGHTED AVG,0.40300239057763804,0.5977002411817983,0.38803275348720717,1605081,0.8330937818158656,0.09029446204908399,,,,,,,,
